epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,train/moe_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,val/moe_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3
77,558.636,2.5294,2.4248,1.86152,0.02871,0.27676,0.20219,0.16308,0.05849,2.66688,2.7832,2.11845,0,0.00343611,0.00343611,0.00343611,0.000343611
78,564.168,2.56648,2.42612,1.87858,0.02772,0.55238,0.1686,0.19935,0.07043,2.69028,2.85961,2.0665,0,0.00339985,0.00339985,0.00339985,0.000339985
79,569.508,2.56804,2.44133,1.85266,0.02749,0.36499,0.18532,0.15669,0.05409,2.76153,2.77922,2.1058,0,0.00336338,0.00336338,0.00336338,0.000336338
80,574.516,2.49311,2.39358,1.80353,0.02729,0.43867,0.14208,0.17009,0.06193,2.85512,2.75563,2.12874,0,0.0033267,0.0033267,0.0033267,0.00033267
81,580.262,2.53727,2.37084,1.80832,0.02698,0.45583,0.19683,0.19714,0.07049,2.62413,2.60449,2.01839,0,0.00328982,0.00328982,0.00328982,0.000328982
82,585.729,2.54032,2.37552,1.8587,0.02685,0.3584,0.19126,0.18632,0.06899,2.61126,2.66394,2.07467,0,0.00325275,0.00325275,0.00325275,0.000325275
83,590.772,2.53592,2.39173,1.82373,0.02653,0.34933,0.12568,0.1567,0.05455,2.7073,2.78187,2.11235,0,0.0032155,0.0032155,0.0032155,0.00032155
84,595.789,2.50994,2.34266,1.81567,0.02629,0.42793,0.21858,0.21883,0.07758,2.68097,2.56853,2.05457,0,0.00317809,0.00317809,0.00317809,0.000317809
85,601.625,2.48549,2.30325,1.79374,0.02614,0.34351,0.24044,0.21227,0.07874,2.61939,2.64838,2.03901,0,0.00314051,0.00314051,0.00314051,0.000314051
86,606.178,2.46328,2.2846,1.75974,0.02594,0.47337,0.19672,0.20418,0.0701,2.68134,2.57916,2.03731,0,0.00310278,0.00310278,0.00310278,0.000310278
87,611.224,2.48531,2.22732,1.76407,0.02568,0.33646,0.20765,0.18842,0.06111,2.66714,2.64633,2.0499,0,0.0030649,0.0030649,0.0030649,0.00030649
88,616.243,2.44541,2.2616,1.81421,0.02538,0.38105,0.24044,0.20973,0.07007,2.60602,2.50383,2.00179,0,0.0030269,0.0030269,0.0030269,0.00030269
89,621.473,2.4392,2.24878,1.77321,0.02503,0.49111,0.21311,0.2283,0.07456,2.71711,2.49425,2.07317,0,0.00298877,0.00298877,0.00298877,0.000298877
90,626.938,2.45602,2.34807,1.7506,0.02485,0.40562,0.25137,0.21766,0.07578,2.66875,2.57568,2.06913,0,0.00295052,0.00295052,0.00295052,0.000295052
91,632.737,2.42335,2.22255,1.75181,0.02459,0.44654,0.23497,0.24897,0.08768,2.67863,2.50619,2.03903,0,0.00291218,0.00291218,0.00291218,0.000291218
92,637.461,2.34776,2.31431,1.77099,0.02437,0.41103,0.18033,0.18189,0.06359,2.58168,2.56561,2.03322,0,0.00287373,0.00287373,0.00287373,0.000287373
93,642.55,2.44739,2.22775,1.78123,0.02421,0.39718,0.19126,0.21432,0.07307,2.56411,2.54146,1.98571,0,0.0028352,0.0028352,0.0028352,0.00028352
94,647.561,2.40438,2.18231,1.73778,0.02385,0.31511,0.19672,0.21587,0.07567,2.5885,2.45168,2.03121,0,0.00279659,0.00279659,0.00279659,0.000279659
95,652.727,2.4135,2.23915,1.78655,0.02362,0.41231,0.25683,0.23591,0.07941,2.56304,2.43173,2.02472,0,0.00275792,0.00275792,0.00275792,0.000275792
96,657.866,2.40142,2.27799,1.80966,0.02343,0.43076,0.20219,0.21738,0.07594,2.74684,2.58456,2.08486,0,0.00271919,0.00271919,0.00271919,0.000271919
97,663.262,2.44726,2.22555,1.73838,0.02314,0.41287,0.2623,0.24393,0.09303,2.56383,2.32258,2.0113,0,0.00268041,0.00268041,0.00268041,0.000268041
98,668.284,2.38925,2.20949,1.74509,0.02292,0.4442,0.2459,0.23693,0.08805,2.60275,2.37535,2.00098,0,0.00264159,0.00264159,0.00264159,0.000264159
99,673.58,2.40035,2.17485,1.72409,0.02265,0.52349,0.22951,0.26245,0.09476,2.55265,2.39024,1.97163,0,0.00260274,0.00260274,0.00260274,0.000260274
100,678.749,2.35066,2.18205,1.74271,0.0224,0.38717,0.20765,0.23323,0.0893,2.54977,2.48555,1.97855,0,0.00256388,0.00256388,0.00256388,0.000256388
101,684.588,2.32324,2.14569,1.71531,0.02213,0.59915,0.23497,0.27888,0.09186,2.61493,2.34517,2.02303,0,0.002525,0.002525,0.002525,0.0002525
102,689.827,2.38502,2.20142,1.77021,0.02192,0.50456,0.28962,0.29653,0.09949,2.58475,2.29461,2.0257,0,0.00248612,0.00248612,0.00248612,0.000248612
103,696.307,2.32183,2.14584,1.68251,0.02085,0.50049,0.24044,0.28111,0.10634,2.52395,2.27601,1.9754,0,0.00244726,0.00244726,0.00244726,0.000244726
104,701.098,2.31469,2.10194,1.70739,0.02054,0.44072,0.25683,0.25016,0.08997,2.57145,2.36466,2.01022,0,0.00240841,0.00240841,0.00240841,0.000240841
105,706.07,2.30604,2.14325,1.70343,0.02035,0.37352,0.22404,0.22757,0.08216,2.55408,2.3668,1.97753,0,0.00236959,0.00236959,0.00236959,0.000236959
106,710.951,2.32907,2.17646,1.76609,0.02006,0.39483,0.25683,0.23895,0.08131,2.51829,2.3458,1.95318,0,0.00233081,0.00233081,0.00233081,0.000233081
107,716.593,2.35508,2.17532,1.70136,0.01985,0.48473,0.2459,0.2921,0.10909,2.50762,2.25219,1.94473,0,0.00229208,0.00229208,0.00229208,0.000229208
108,721.848,2.35241,2.12561,1.71323,0.01952,0.53678,0.28415,0.30175,0.11101,2.44463,2.21556,1.91433,0,0.00225341,0.00225341,0.00225341,0.000225341
109,726.69,2.33815,2.14466,1.68933,0.01936,0.48315,0.28415,0.30162,0.1102,2.48942,2.34023,1.94605,0,0.0022148,0.0022148,0.0022148,0.00022148
110,731.064,2.2946,2.03747,1.69912,0.01905,0.39582,0.26493,0.26092,0.09757,2.53573,2.42655,2.00033,0,0.00217627,0.00217627,0.00217627,0.000217627
111,736.781,2.26244,2.07752,1.64534,0.0189,0.51948,0.31694,0.33621,0.11992,2.48045,2.16657,1.94507,0,0.00213782,0.00213782,0.00213782,0.000213782
112,742.165,2.2957,2.14882,1.70686,0.01867,0.49369,0.28241,0.29328,0.10625,2.50148,2.19624,1.97219,0,0.00209948,0.00209948,0.00209948,0.000209948
113,747.012,2.22893,2.06852,1.63352,0.01841,0.68495,0.24044,0.31184,0.11192,2.5395,2.24887,1.95671,0,0.00206123,0.00206123,0.00206123,0.000206123
114,751.864,2.26684,2.09929,1.67023,0.01819,0.44455,0.29508,0.29552,0.10885,2.52206,2.17797,1.94903,0,0.0020231,0.0020231,0.0020231,0.00020231
115,756.985,2.27321,2.06929,1.65596,0.01797,0.49158,0.25137,0.29352,0.11184,2.54889,2.23312,1.95335,0,0.0019851,0.0019851,0.0019851,0.00019851
116,761.35,2.31053,2.07387,1.67893,0.01775,0.49024,0.27853,0.30773,0.11191,2.562,2.19556,1.97015,0,0.00194722,0.00194722,0.00194722,0.000194722
117,767.043,2.24113,2.02738,1.66255,0.01754,0.35562,0.26776,0.23147,0.08458,2.62366,2.34995,2.01877,0,0.00190949,0.00190949,0.00190949,0.000190949
118,771.992,2.28038,2.06571,1.67612,0.01719,0.32457,0.27869,0.25865,0.08566,2.59857,2.40583,2.00671,0,0.00187191,0.00187191,0.00187191,0.000187191
119,777.094,2.24733,2.03021,1.6826,0.01703,0.51902,0.2459,0.29418,0.10537,2.49461,2.31903,1.95594,0,0.0018345,0.0018345,0.0018345,0.00018345
120,782.059,2.21009,1.96789,1.64437,0.0162,0.56619,0.27869,0.32772,0.10732,2.49902,2.14971,1.92727,0,0.00179725,0.00179725,0.00179725,0.000179725
121,787.746,2.25274,1.98815,1.65752,0.01589,0.60356,0.2623,0.31546,0.119,2.4909,2.16858,1.90543,0,0.00176018,0.00176018,0.00176018,0.000176018
122,792.537,2.2283,2.00868,1.682,0.01573,0.43811,0.27322,0.28905,0.09153,2.56478,2.14534,1.98639,0,0.0017233,0.0017233,0.0017233,0.00017233
