epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,train/moe_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,val/moe_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3
128,495.79,2.22105,2.03948,1.62069,0.00684,0.58769,0.25703,0.30252,0.10577,2.49769,2.21026,1.93061,0,0.0015065,0.0015065,0.0015065,0.00015065
129,499.385,2.14149,1.97708,1.59275,0.00677,0.43511,0.3224,0.31475,0.11033,2.4777,2.22954,1.91841,0,0.0014712,0.0014712,0.0014712,0.00014712
130,502.925,2.16109,1.95928,1.6175,0.00667,0.44088,0.28415,0.29013,0.11123,2.51597,2.33977,1.93672,0,0.00143615,0.00143615,0.00143615,0.000143615
131,507.333,2.15859,1.96204,1.60007,0.00658,0.42551,0.28962,0.28842,0.10578,2.49981,2.24481,1.94844,0,0.00140137,0.00140137,0.00140137,0.000140137
132,511.535,2.14212,1.94329,1.63572,0.00647,0.51018,0.31148,0.33837,0.12908,2.47799,2.16364,1.93068,0,0.00136687,0.00136687,0.00136687,0.000136687
133,515.21,2.1809,2.01856,1.61901,0.00637,0.4776,0.2623,0.30747,0.11626,2.54071,2.2176,1.94651,0,0.00133266,0.00133266,0.00133266,0.000133266
134,518.149,2.15779,1.95775,1.60297,0.00627,0.58048,0.24953,0.3168,0.1137,2.4519,2.14094,1.92268,0,0.00129874,0.00129874,0.00129874,0.000129874
135,521.87,2.10718,1.93037,1.59318,0.00616,0.48543,0.28962,0.3181,0.11593,2.49118,2.1488,1.94206,0,0.00126512,0.00126512,0.00126512,0.000126512
136,525.564,2.16482,1.95049,1.6268,0.00612,0.43808,0.29822,0.32179,0.11947,2.43214,2.14364,1.90373,0,0.00123182,0.00123182,0.00123182,0.000123182
137,529.361,2.12927,1.93426,1.57497,0.00603,0.46684,0.29508,0.30804,0.11268,2.45017,2.15979,1.89818,0,0.00119883,0.00119883,0.00119883,0.000119883
138,533.362,2.07165,1.91083,1.55068,0.00591,0.45462,0.28415,0.29681,0.10781,2.44844,2.15791,1.89574,0,0.00116617,0.00116617,0.00116617,0.000116617
139,537.108,2.09332,1.90657,1.61381,0.0058,0.4509,0.28415,0.27145,0.10005,2.46304,2.2382,1.9369,0,0.00113384,0.00113384,0.00113384,0.000113384
140,540.76,2.07903,1.88245,1.57719,0.00576,0.66874,0.23169,0.29346,0.11444,2.43294,2.23435,1.92523,0,0.00110186,0.00110186,0.00110186,0.000110186
141,545.112,2.10088,1.87857,1.56055,0.00567,0.47793,0.23497,0.27592,0.10896,2.45532,2.21489,1.90311,0,0.00107023,0.00107023,0.00107023,0.000107023
